plowed_last_hour,plowed_total,not_plowed,time
654.0,1761.0,3810.0,2020-02-02 14:00:00
346.0,1983.0,3588.0,2020-02-02 15:00:00
431.0,2191.0,3380.0,2020-02-02 16:00:00
289.0,2311.0,3260.0,2020-02-02 17:00:00
67.0,2349.0,3222.0,2020-02-02 18:00:00
41.0,2349.0,3222.0,2020-02-02 20:00:00
0.0,2349.0,3222.0,2020-02-02 22:00:00
183.0,2382.0,3189.0,2020-02-02 23:00:00
131.0,2428.0,3143.0,2020-02-03 00:00:00
47.0,2428.0,3143.0,2020-02-03 01:00:00
53.0,2441.0,3130.0,2020-02-03 02:00:00
1.0,2441.0,3130.0,2020-02-03 03:00:00
2.0,2441.0,3130.0,2020-02-03 04:00:00
33.0,2441.0,3130.0,2020-02-03 05:00:00
65.0,2443.0,3128.0,2020-02-03 06:00:00
220.0,2484.0,3087.0,2020-02-03 07:00:00
91.0,2507.0,3064.0,2020-02-03 08:00:00
131.0,2511.0,3060.0,2020-02-03 09:00:00
148.0,2562.0,3009.0,2020-02-03 10:00:00
224.0,2616.0,2955.0,2020-02-03 11:00:00
288.0,2734.0,2837.0,2020-02-03 12:00:00
34.0,2735.0,2836.0,2020-02-03 13:00:00
43.0,2756.0,2815.0,2020-02-03 14:00:00
75.0,2765.0,2806.0,2020-02-03 15:00:00
11.0,2765.0,2806.0,2020-02-03 20:00:00
42.0,2765.0,2806.0,2020-02-03 21:00:00
61.0,2779.0,2792.0,2020-02-03 22:00:00
36.0,2780.0,2791.0,2020-02-03 23:00:00
53.0,2796.0,2775.0,2020-02-04 00:00:00
82.0,2842.0,2729.0,2020-02-04 01:00:00
38.0,2842.0,2729.0,2020-02-04 02:00:00
52.0,2846.0,2725.0,2020-02-04 03:00:00
139.0,2891.0,2680.0,2020-02-04 04:00:00
29.0,2897.0,2674.0,2020-02-04 05:00:00
55.0,2903.0,2668.0,2020-02-04 06:00:00
150.0,2918.0,2653.0,2020-02-04 07:00:00
456.0,3037.0,2534.0,2020-02-04 08:00:00
392.0,3138.0,2433.0,2020-02-04 09:00:00
219.0,3184.0,2387.0,2020-02-04 10:00:00
276.0,3264.0,2307.0,2020-02-04 11:00:00
392.0,3316.0,2255.0,2020-02-04 12:00:00
70.0,3340.0,2231.0,2020-02-04 13:00:00
9.0,3340.0,2231.0,2020-02-04 14:00:00
137.0,3350.0,2221.0,2020-02-04 15:00:00
11.0,3350.0,2221.0,2020-02-04 16:00:00
32.0,3350.0,2221.0,2020-02-04 21:00:00
50.0,3356.0,2215.0,2020-02-04 22:00:00
163.0,3369.0,2202.0,2020-02-04 23:00:00
85.0,3372.0,2199.0,2020-02-05 00:00:00
131.0,3405.0,2166.0,2020-02-05 01:00:00
143.0,3465.0,2106.0,2020-02-05 02:00:00
167.0,3500.0,2071.0,2020-02-05 03:00:00
204.0,3540.0,2031.0,2020-02-05 04:00:00
98.0,3553.0,2018.0,2020-02-05 05:00:00
129.0,3558.0,2013.0,2020-02-05 06:00:00
110.0,3568.0,2003.0,2020-02-05 07:00:00
359.0,3602.0,1969.0,2020-02-05 08:00:00
157.0,3608.0,1963.0,2020-02-05 09:00:00
254.0,3619.0,1952.0,2020-02-05 10:00:00
558.0,3693.0,1878.0,2020-02-05 11:00:00
365.0,3722.0,1849.0,2020-02-05 12:00:00
96.0,3722.0,1849.0,2020-02-05 13:00:00
172.0,3728.0,1843.0,2020-02-05 14:00:00
76.0,3728.0,1843.0,2020-02-05 15:00:00
24.0,3728.0,1843.0,2020-02-05 20:00:00
12.0,3728.0,1843.0,2020-02-05 21:00:00
26.0,3728.0,1843.0,2020-02-05 22:00:00
616.0,3752.0,1819.0,2020-02-05 23:00:00
894.0,3936.0,1635.0,2020-02-06 00:00:00
636.0,4058.0,1513.0,2020-02-06 01:00:00
656.0,4133.0,1438.0,2020-02-06 02:00:00
687.0,4186.0,1385.0,2020-02-06 03:00:00
785.0,4289.0,1282.0,2020-02-06 04:00:00
640.0,1406.0,4165.0,2020-02-06 05:00:00
764.0,1821.0,3750.0,2020-02-06 06:00:00
421.0,2027.0,3544.0,2020-02-06 07:00:00
852.0,2487.0,3084.0,2020-02-06 08:00:00
890.0,2853.0,2718.0,2020-02-06 09:00:00
951.0,3205.0,2366.0,2020-02-06 10:00:00
943.0,3473.0,2098.0,2020-02-06 11:00:00
855.0,3653.0,1918.0,2020-02-06 12:00:00
574.0,3785.0,1786.0,2020-02-06 13:00:00
592.0,3947.0,1624.0,2020-02-06 14:00:00
889.0,4120.0,1451.0,2020-02-06 15:00:00
538.0,4194.0,1377.0,2020-02-06 16:00:00
872.0,4381.0,1190.0,2020-02-06 17:00:00
353.0,4393.0,1178.0,2020-02-06 18:00:00
104.0,4395.0,1176.0,2020-02-06 19:00:00
289.0,4406.0,1165.0,2020-02-06 20:00:00
491.0,4480.0,1091.0,2020-02-06 21:00:00
453.0,940.0,4631.0,2020-02-06 22:00:00
568.0,1347.0,4224.0,2020-02-06 23:00:00
459.0,1669.0,3902.0,2020-02-07 00:00:00
604.0,2061.0,3510.0,2020-02-07 01:00:00
522.0,2349.0,3222.0,2020-02-07 02:00:00
534.0,2587.0,2984.0,2020-02-07 03:00:00
850.0,2946.0,2625.0,2020-02-07 04:00:00
718.0,880.0,4691.0,2020-12-17 09:00:00
718.0,911.0,4660.0,2020-12-17 09:00:00
569.0,1316.0,4255.0,2020-12-17 10:00:00
946.0,1014.0,4557.0,2020-12-17 11:00:00
949.0,1110.0,4461.0,2020-12-17 11:00:00
